;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Informações do Empreendimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento da Obra;;;;;;;;;;;;;Informações das Unidades;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento ao Comprador;;;;;
RGI;Código no Mapa;Empreendimento;Edifício;Zona de Valor;Endereço;Bairro;Distrito;Região;Cidade;UF;CEP;Zoneamento;Setor;Quadra;Data Lançamento;Data Entrega;Data Ocupação;Data Projeto Aprovado;Tipologia;Classificação do tipo;Padrão;Status;Área Terreno;Área Total Construída;Torres;Nº de Elevadores;Registro de Incorporação;Infraestrutura;Grupo Incorporador Apelido;Grupo Incorporador;Incorporadora 1;Incorporadora 2;Incorporadora 3;Incorporadora 4;Construtora 1;Construtora 2;Vendedora 1;Vendedora 2;Vendedora 3;Vendedora 4;Banco;Unidade;Dormitórios;Suítes;Banheiros;Nº Vagas;Área Privativa;Área Total;Nº Total de Unidades;Nº Unidades por Pavimento;Nº de Pavimentos;Valor do Dolar no lançamento;(VMU)Preço de venda da unidade no lançamento;(VUV)Preço m2 privativo no lançamento;(VMU)Preço de venda da unidade atualizado INCC;(VUV)Preço m2 privativo atualizado INCC;(VMU)Preço de venda da unidade atualizado IGPM;(VUV)Preço m2 privativo atualizado IGPM;(VMU)Preço de venda da unidade atualizado CUB;(VUV)Preço m2 privativo atualizado CUB;(VMU)Preço de venda da unidade na data pesquisa;(VUV)Preço m2 privativo na data pesquisa;% Unidades Vendidas;% Unidades a Vender;Unidades Vendidas;Qtd em Estoque;VGV;Modalidade;Banco;Condições de pagamento;Responsabilidade do Comprador;Data Pesquisa;Observações
32611812;157;SPETTACOLO PATRIANI;;SOROCABA - SP;AV ANTONIO PERES HERNANDES, 155;PARQUE CAMPOLIM;SEM DISTRITO;INTERIOR;SOROCABA;SP;18048-110;;0;0;jun/13;ago/16;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;3.000,00;;1;3;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Sauna Seca, Playground, Brinquedoteca, Fitness, Sala de Descanso,;PATRIANI;INCORPORADORA PATRIANI;INCORPORADORA PATRIANI;;;;INCORPORADORA PATRIANI;;ABYARA BRASIL BROKERS;;;;;1 DORM;1;1;1;2;50,28;75,42;68;8;17;2,17;250.000,00;4.972,16;333.283,54;6.628,56;335.546,55;6.673,56;312.430,59;6.213,82;346.600,00;6.893,40;100,00;0,00;68;0;17.000.000,00;Preço Fechado;;;;21/09/2018;NR 21.09.18: Ficha revisada, sem foto de apto na internet
32611812;157;SPETTACOLO PATRIANI;;SOROCABA - SP;AV ANTONIO PERES HERNANDES, 155;PARQUE CAMPOLIM;SEM DISTRITO;INTERIOR;SOROCABA;SP;18048-110;;0;0;jun/13;ago/16;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;3.000,00;;1;3;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Sauna Seca, Playground, Brinquedoteca, Fitness, Sala de Descanso,;PATRIANI;INCORPORADORA PATRIANI;INCORPORADORA PATRIANI;;;;INCORPORADORA PATRIANI;;ABYARA BRASIL BROKERS;;;;;1 DORM;1;1;1;2;52,27;78,40;68;8;17;2,17;254.000,00;4.859,38;338.616,08;6.478,21;340.915,30;6.522,19;317.429,48;6.072,88;327.200,00;6.259,80;95,59;4,41;65;3;17.272.000,00;Preço Fechado;;;;21/09/2018;
32611812;157;SPETTACOLO PATRIANI;;SOROCABA - SP;AV ANTONIO PERES HERNANDES, 155;PARQUE CAMPOLIM;SEM DISTRITO;INTERIOR;SOROCABA;SP;18048-110;;0;0;jun/13;ago/16;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;PRONTO;3.000,00;;1;3;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Sauna Seca, Playground, Brinquedoteca, Fitness, Sala de Descanso,;PATRIANI;INCORPORADORA PATRIANI;INCORPORADORA PATRIANI;;;;INCORPORADORA PATRIANI;;ABYARA BRASIL BROKERS;;;;;COBERTURA;1;1;1;2;101,00;151,50;4;8;17;2,17;449.000,00;4.445,54;598.577,24;5.926,50;602.641,61;5.966,74;561.125,33;5.555,69;577.600,00;5.718,81;100,00;0,00;4;0;1.796.000,00;Preço Fechado;;;;07/02/2018;
37305911;158;SUNLAKE;(LOTEAMENTO FECHADO);SOROCABA - SP;EST JOSE CELESTE, 0;JARDIM DOS MORROS;SEM DISTRITO;INTERIOR;SOROCABA;SP;18020-520;;0;0;mar/13;jul/15;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;145.000,00;;0;0;;Salao de Festas, Salao de Jogos, Playground, Brinquedoteca, Fitness,;FOC;FOC EMPREENDIMENTOS;FOC EMPREENDIMENTOS;;;;FOC EMPREENDIMENTOS;;FOC EMPREENDIMENTOS;;;;;LOTE;0;0;0;0;250,00;375,00;230;0;0;2,01;120.000,00;480,00;166.672,82;666,69;162.510,74;650,04;159.083,98;636,34;151.000,00;604,00;100,00;0,00;230;0;27.600.000,00;Preço Fechado;;;;22/12/2015;
38436217;159;SUPREMO;TORRE 1, TORRE 2, TORRE 3, TORRE 4, TORRE 5, TORRE 6, TORRE 7, TORRE 8, TORRE 9;SOROCABA - SP;R MINISTRO SALGADO FILHO, 709;VILA FIORI;SEM DISTRITO;;SOROCABA;SP;18075-605;ZR 2;0;0;dez/16;abr/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;10.000,00;;9;0;;Piscina Adulta, Salao de Festas, Salao de Jogos, Piscina Infantil, Forno a Lenha, Playground, Fitness,;MAGNUM;MAGNUM COMERCIAL E CONSTRUTORA LTDA;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;;2 DORMS;2;0;1;1;47,28;71,00;153;4;3;1,71;157.314,00;3.327,28;168.621,55;3.566,44;165.757,95;3.505,87;165.367,65;3.497,62;158.000,00;3.341,79;80,39;19,61;123;30;24.069.042,00;Preço Fechado;;;;25/09/2018;"MM: 11.07.2018 Segundo informações o salto nas vendas se deve ao feirão, confirmei a quantidade em dois Chats e ambos passaram a mesma disponibilidade. 
02 apartamentos subsolos por torre."
38436217;159;SUPREMO;TORRE 1, TORRE 2, TORRE 3, TORRE 4, TORRE 5, TORRE 6, TORRE 7, TORRE 8, TORRE 9;SOROCABA - SP;R MINISTRO SALGADO FILHO, 709;VILA FIORI;SEM DISTRITO;;SOROCABA;SP;18075-605;ZR 2;0;0;dez/16;abr/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;10.000,00;;9;0;;Piscina Adulta, Salao de Festas, Salao de Jogos, Piscina Infantil, Forno a Lenha, Playground, Fitness,;MAGNUM;MAGNUM COMERCIAL E CONSTRUTORA LTDA;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;;1 DORM;1;0;1;1;38,77;58,00;9;4;3;1,71;139.500,00;3.598,14;149.527,10;3.856,77;146.987,77;3.791,27;146.641,67;3.782,35;145.000,00;3.740,01;100,00;0,00;9;0;1.255.500,00;Preço Fechado;;;;11/07/2018;
38291215;160;TEREZA MARIA CAPUTENA;;SOROCABA - SP;EST MARIA DOLORES PIAIA LORATO, 0;CAPUTERA;SEM DISTRITO;;SOROCABA;SP;18017-366;;0;0;fev/13;jun/15;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;PRONTO;126.000,00;;0;0;;;MGT;MGT BOLINA ENGENHARIA LTDA;MGT BOLINA ENGENHARIA LTDA;;;;MGT BOLINA ENGENHARIA LTDA;;RIBERA NEGOCIOS IMOBILIARIOS LTDA;;;;;LOTE;0;0;0;0;1.000,00;1.000,00;51;0;0;1,97;176.000,00;176,00;245.683,53;245,68;238.840,67;238,84;233.874,24;233,87;346.000,00;346,00;100,00;0,00;51;0;8.976.000,00;Preço Fechado;;;;14/05/2015;1735m
3168808;161;TERRA AZUL;TORRE A, TORRE B;SOROCABA - SP;R OLIMPIO MENTONE, 350;JARDIM AEROPORTO;SEM DISTRITO;INTERIOR;SOROCABA;SP;18066-060;;0;0;mar/15;jul/16;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;LANÇAMENTO;778,26;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Playground, Trilha,;PROJETE;PROJETE CONSTRUTORA LTDA;PROJETE CONSTRUTORA LTDA;;;;PROJETE CONSTRUTORA LTDA;;PLAY IMOVEL;;;;;2 DORMS;2;0;1;1;47,02;69,00;16;4;4;3,14;128.592,00;2.734,84;154.349,99;3.282,65;157.326,15;3.345,95;148.977,43;3.168,39;136.400,00;2.900,89;100,00;0,00;16;0;2.057.472,00;Preço Fechado;;;;23/12/2015;
3168808;161;TERRA AZUL;TORRE A, TORRE B;SOROCABA - SP;R OLIMPIO MENTONE, 350;JARDIM AEROPORTO;SEM DISTRITO;INTERIOR;SOROCABA;SP;18066-060;;0;0;mar/15;jul/16;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;LANÇAMENTO;778,26;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Playground, Trilha,;PROJETE;PROJETE CONSTRUTORA LTDA;PROJETE CONSTRUTORA LTDA;;;;PROJETE CONSTRUTORA LTDA;;PLAY IMOVEL;;;;;3 DORMS;3;0;1;1;60,25;90,37;16;4;4;3,14;164.773,00;2.734,82;197.778,32;3.282,63;201.591,87;3.345,92;190.894,13;3.168,37;171.639,00;2.848,78;100,00;0,00;16;0;2.636.368,00;Preço Fechado;;;;08/07/2015;
330691115;162;TERRAZA RESIDENCIAL;;SOROCABA - SP;R FERNAO SALLES, 344;VILA HORTENCIA;SEM DISTRITO;;SOROCABA;SP;18020-266;;0;0;out/15;jul/19;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;1.239,00;;1;2;;Churrasqueira, Piscina Adulta, Salao de Festas, Piscina Infantil, Playground, Brinquedoteca, Fitness,;SILVA CAMPOS;CONSTRUTORA SILVA CAMPOS;CONSTRUTORA SILVA CAMPOS;;;;CONSTRUTORA SILVA CAMPOS;;CONSTRUTORA SILVA CAMPOS;RIBEIRA IMOVEIS;;;;2 DORMS;2;1;1;1;70,00;105,00;76;4;19;3,88;360.000,00;5.142,86;411.314,71;5.875,93;414.739,96;5.924,86;400.180,92;5.716,87;206.682,00;2.952,60;61,84;38,16;47;29;27.360.000,00;Preço Fechado;;;;04/09/2018;(15) 98116-3898. PSB: Ficha ok. 09.05
31581118;163;TIRRENO RESIDENCES;;SOROCABA - SP;R BELMIRA LOUREIRO DE ALMEIDA, 435;JARDIM RESIDENCIAL MARTINEZ;SEM DISTRITO;;SOROCABA;SP;18016-081;ZR 2;0;0;abr/18;set/21;;;Res. Horizontal;MEDIO;PADRAO MEDIO-S/ELEVADOR;LANÇAMENTO;12.591,00;;0;0;;Academia, Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Sauna Umida, Playground, Fitness,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;SOBRADO;3;1;4;2;130,00;195,00;60;0;2;3,41;480.150,00;3.693,46;490.324,50;3.771,73;501.208,23;3.855,45;488.611,96;3.758,55;501.000,00;3.853,85;86,67;13,33;52;8;28.809.000,00;Preço Fechado;;;;04/09/2018;"CHAT. VA: Previsão de lançamento para começo de Abril. Contato: Antonio Carlos - Planeta / Chat (15) 9.9759 -7496; 05/03/2018"
329911115;164;TOM JOBIM;;SOROCABA - SP;R CARACAS, 523;JARDIM AMERICA;SEM DISTRITO;;SOROCABA;SP;18046-718;;0;0;out/15;mai/19;;;Res. Vertical;MEDIO ALTO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;2.050,00;;1;2;;Academia, Piscina Adulta, Salao de Festas, Salao de Jogos, Playground, Brinquedoteca,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;CRB IMOVEIS;;;;;4 DORMS;4;3;3;3;166,00;249,00;54;2;27;3,88;672.335,00;4.050,21;768.170,21;4.627,53;774.567,20;4.666,07;747.376,77;4.502,27;695.000,00;4.186,75;100,00;0,00;54;0;36.306.090,00;Preço Fechado;;;;14/06/2017;
39417417;165;TORRE ALPHA MANGAL;;SOROCABA - SP;R LUIZ DA SILVA RODRIGUES, 241;VILA INDEPENDENCIA;SEM DISTRITO;;SOROCABA;SP;18040-336;ZC;0;0;nov/16;jun/17;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;800,00;;1;2;;Academia, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Spa, Brinquedoteca, Espaco Beleza,;MLB;MLB EMPREENDIMENTOS IMOBILIARIOS;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;MLB EMPREENDIMENTOS IMOBILIARIOS;;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;;3 DORMS;3;1;2;2;85,15;127,72;9;3;10;3,34;399.360,00;4.690,08;429.535,63;5.044,46;423.068,34;4.968,51;419.682,01;4.928,74;450.000,00;5.284,79;66,67;33,33;6;3;3.594.240,00;Preço Fechado;;;;20/09/2018;"TS: vendas continuam suspensas, sem previsao. Fonte: andre MLB
JB: ficha ok."
39417417;165;TORRE ALPHA MANGAL;;SOROCABA - SP;R LUIZ DA SILVA RODRIGUES, 241;VILA INDEPENDENCIA;SEM DISTRITO;;SOROCABA;SP;18040-336;ZC;0;0;nov/16;jun/17;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;PRONTO;800,00;;1;2;;Academia, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Spa, Brinquedoteca, Espaco Beleza,;MLB;MLB EMPREENDIMENTOS IMOBILIARIOS;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;MLB EMPREENDIMENTOS IMOBILIARIOS;;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;;GARDEN;3;1;2;3;111,16;166,74;1;3;10;3,34;446.400,00;4.015,83;480.129,97;4.319,27;472.900,91;4.254,23;469.115,71;4.220,18;482.000,00;4.336,09;100,00;0,00;1;0;446.400,00;Preço Fechado;;;;10/05/2018;
39417417;165;TORRE ALPHA MANGAL;;SOROCABA - SP;R LUIZ DA SILVA RODRIGUES, 241;VILA INDEPENDENCIA;SEM DISTRITO;;SOROCABA;SP;18040-336;ZC;0;0;nov/16;jun/17;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;PRONTO;800,00;;1;2;;Academia, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Spa, Brinquedoteca, Espaco Beleza,;MLB;MLB EMPREENDIMENTOS IMOBILIARIOS;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;MLB EMPREENDIMENTOS IMOBILIARIOS;;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;;GARDEN;3;1;2;2;167,21;250,81;1;3;10;3,34;583.680,00;3.490,70;627.782,84;3.754,46;618.330,65;3.697,93;613.381,40;3.668,33;608.000,00;3.636,15;100,00;0,00;1;0;583.680,00;Preço Fechado;;;;10/05/2018;
39417417;165;TORRE ALPHA MANGAL;;SOROCABA - SP;R LUIZ DA SILVA RODRIGUES, 241;VILA INDEPENDENCIA;SEM DISTRITO;;SOROCABA;SP;18040-336;ZC;0;0;nov/16;jun/17;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;PRONTO;800,00;;1;2;;Academia, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Spa, Brinquedoteca, Espaco Beleza,;MLB;MLB EMPREENDIMENTOS IMOBILIARIOS;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;MLB EMPREENDIMENTOS IMOBILIARIOS;;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;;GARDEN;3;1;2;2;120,76;181,14;1;3;10;3,34;462.720,00;3.831,73;497.683,11;4.121,26;490.189,76;4.059,20;486.266,17;4.026,71;465.000,00;3.850,61;100,00;0,00;1;0;462.720,00;Preço Fechado;;;;10/05/2018;
39417417;165;TORRE ALPHA MANGAL;;SOROCABA - SP;R LUIZ DA SILVA RODRIGUES, 241;VILA INDEPENDENCIA;SEM DISTRITO;;SOROCABA;SP;18040-336;ZC;0;0;nov/16;jun/17;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;800,00;;1;2;;Academia, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Spa, Brinquedoteca, Espaco Beleza,;MLB;MLB EMPREENDIMENTOS IMOBILIARIOS;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;MLB EMPREENDIMENTOS IMOBILIARIOS;;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;;3 DORMS;3;1;2;3;88,16;132,24;9;3;10;3,34;407.040,00;4.617,06;437.795,93;4.965,92;431.204,27;4.891,16;427.752,82;4.852,01;424.000,00;4.809,44;100,00;0,00;9;0;3.663.360,00;Preço Fechado;;;;10/05/2018;
39417417;165;TORRE ALPHA MANGAL;;SOROCABA - SP;R LUIZ DA SILVA RODRIGUES, 241;VILA INDEPENDENCIA;SEM DISTRITO;;SOROCABA;SP;18040-336;ZC;0;0;nov/16;jun/17;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;800,00;;1;2;;Academia, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Spa, Brinquedoteca, Espaco Beleza,;MLB;MLB EMPREENDIMENTOS IMOBILIARIOS;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;MLB EMPREENDIMENTOS IMOBILIARIOS;;MLB EMPREENDIMENTOS IMOBILIARIOS;;;;;3 DORMS;3;1;2;2;84,21;126,31;9;3;10;3,34;392.640,00;4.662,63;422.307,86;5.014,94;415.949,40;4.939,43;412.620,05;4.899,89;409.000,00;4.856,91;100,00;0,00;9;0;3.533.760,00;Preço Fechado;;;;10/05/2018;
366841114;166;TORRES DE MALAGA;(FASE 1) CORDOBA;SOROCABA - SP;AV TRES DE MARCO, 0;BOA VISTA;SEM DISTRITO;;SOROCABA;SP;18087-180;;0;0;mai/14;fev/18;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;7.740,00;;1;2;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Playground, Fitness,;SOROCYM II;SOROCYM II;SOROCYM II;;;;SOROCYM II;;CAMARGO ORTEGA CIA IMOBILIARIA;LOPES CONSULTORIA DE IMOVEIS S/A;;;;2 DORMS;2;0;1;1;54,00;88,00;78;6;13;2,22;195.000,00;3.611,11;244.035,26;4.519,17;244.522,47;4.528,19;236.184,28;4.373,78;205.000,00;3.796,30;91,03;8,97;71;7;15.210.000,00;Preço Fechado;;;;04/09/2018;8 andar. Torres sendo vendidas uma por vez.
316931213;167;TORRES TRUJILLO;TORRE A, TORRE B;SOROCABA - SP;R RITINHA TAVARES, 100;VILA ANGELICA;SEM DISTRITO;;SOROCABA;SP;18065-425;;0;0;dez/13;jun/14;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;4.115,05;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Salao de Festas,;SINAL VERDE;SINAL VERDE EMPREEND E PARTIC LTDA;SINAL VERDE EMPREEND E PARTIC LTDA;;;;SIVERCON CONSTRUTORA LTDA;;REIS IMOVEIS LTDA;;;;;2 DORMS;2;0;1;2;47,50;71,25;128;8;8;2,35;149.136,00;3.139,71;195.010,31;4.105,49;193.023,32;4.063,65;184.670,02;3.887,80;185.000,00;3.894,74;96,09;3,91;123;5;19.089.408,00;Preço Fechado;;;;04/09/2018;"LF; Ficha revisada OK. 03/05/2018."
37782115;168;TRIX HOME HORTO;BLOCO 1, BLOCO 2, BLOCO 3, BLOCO 4;SOROCABA - SP;R PROFESSOR ANTONIO FIRMINO PROENCA, 700;CAGUASSU;SEM DISTRITO;;SOROCABA;SP;18072-845;;0;0;fev/15;dez/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;36.621,00;;4;2;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Playground,;IDEAL BRAZIL REALTY;IDEAL BRAZIL REALTY;IDEAL BRAZIL REALTY;;;;IDEAL BRAZIL REALTY;;IDEAL BRAZIL REALTY;;;;;3 DORMS;3;1;2;1;58,00;87,00;176;4;11;2,82;200.000,00;3.448,28;241.553,89;4.164,73;247.090,45;4.260,19;231.835,79;3.997,17;220.000,00;3.793,10;85,23;14,77;150;26;35.200.000,00;Preço Fechado;;;;04/09/2018;7 andar. NR 31.07.18: Ficha revisada
34553316;169;TULIPAS;;SOROCABA - SP;AL DOS GERANIOS, 242;JARDIM SIMUS;SEM DISTRITO;;SOROCABA;SP;18055-260;ZR 2;0;0;dez/14;abr/16;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;350,00;;1;0;;;ESC;ESC CONSTRUTORA E INCORPORADORA;ESC CONSTRUTORA E INCORPORADORA;;;;ESC CONSTRUTORA E INCORPORADORA;;SOROCABA BRASIL;;;;;1 DORM;1;0;1;1;29,00;43,50;12;4;3;2,64;102.500,00;3.534,48;125.322,71;4.321,47;127.947,58;4.411,98;119.323,78;4.114,61;120.000,00;4.137,93;100,00;0,00;12;0;1.230.000,00;Preço Fechado;;;;07/11/2016;
34546316;170;TURIM;;SOROCABA - SP;AV ELIAS MALUF, 0;WANEL VILLE;SEM DISTRITO;;SOROCABA;SP;18055-215;ZR 3;0;0;fev/15;mar/16;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;450,00;;1;0;;;ESC;ESC CONSTRUTORA E INCORPORADORA;ESC CONSTRUTORA E INCORPORADORA;;;;ESC CONSTRUTORA E INCORPORADORA;;ESC CONSTRUTORA E INCORPORADORA;;;;;1 DORM;1;0;1;1;32,00;48,00;10;5;2;2,82;114.400,00;3.575,00;138.168,82;4.317,78;141.335,74;4.416,74;132.610,07;4.144,06;130.000,00;4.062,50;100,00;0,00;10;0;1.144.000,00;Preço Fechado;;;;04/01/2017;
324001015;171;UP RESIDENCIAL;LOTEAMENTO FECHADO;SOROCABA - SP;ROD JOAO LEME DOS SANTOS, 0;PARQUE RESERVA FAZENDA IMPERIAL;SEM DISTRITO;;SOROCABA;SP;18052-780;;0;0;jun/15;out/18;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;235.000,00;;0;0;;Jardins, Fitness,;EDIM;EDIM COMERCIAL E IMOBILIARIA LTDA;EDIM COMERCIAL E IMOBILIARIA LTDA;MORUMBY ENGENHARIA;;;EDIM COMERCIAL E IMOBILIARIA LTDA;;CASABRANCA MERCADO IMOBILIARIO;;;;;LOTE;0;0;0;0;1.000,00;1.000,00;180;0;0;3,11;260.000,00;260,00;302.180,85;302,18;311.070,89;311,07;290.192,31;290,19;355.000,00;355,00;41,67;58,33;75;105;46.800.000,00;Preço Fechado;;20% DE ENTRADA + SALDO EM 12X SEM JUROS OU ATÉ 60X COM TAXA DE JUROS DE 1% A.M. + CORREÇÃO MONETÁRIA IGPM.;;25/09/2018;15 99142-4712. WR: Revisado. 08/05
911211710;172;UP RESIDENCIAL;BLOCO B;SOROCABA - SP;R REINERO CORRADINI, 300;RECREIO MARAJOARA;SEM DISTRITO;;SOROCABA;SP;18070-515;ZR 2;0;0;mai/16;jul/18;;27/10/2017;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;5.914,68;;1;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Playground, Fitness,;JRA;JRA ENGENHARIA;JRA ENGENHARIA;;;;JRA ENGENHARIA;;REMAX CIA BRASIL;;;;;2 DORMS;2;1;2;1;49,50;74,25;80;8;9;3,54;136.800,00;2.763,64;159.443,54;3.221,09;148.326,60;2.996,50;150.859,26;3.047,67;169.265,00;3.419,49;62,50;37,50;50;30;10.944.000,00;Preço Fechado;;;;24/09/2018;5 andar. ts 2409/18: ficha revisada.
3852515;172;UP RESIDENCIAL;BLOCO A;SOROCABA - SP;R REINERO CORRADINI, 300;RECREIO MARAJOARA;SEM DISTRITO;;SOROCABA;SP;18070-515;;0;0;mai/15;mai/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;5.914,68;;1;2;;Churrasqueira, Salao de Festas, Playground,;JRA;JRA ENGENHARIA;JRA ENGENHARIA;;;;JRA ENGENHARIA;;REMAX CIA BRASIL;;;;;2 DORMS;2;1;2;1;49,50;74,25;80;8;9;3,06;156.900,00;3.169,70;185.701,46;3.751,55;188.979,94;3.817,78;195.315,94;3.945,78;169.265,00;3.419,49;93,75;6,25;75;5;12.552.000,00;Preço Fechado;;;;24/09/2018;5 andar
33869614;173;VALE VERDE IPANEMA;TORRE 1, TORRE 2;SOROCABA - SP;R MARIA PALHARES MIGLIORINI, 371;VILA HELENA;SEM DISTRITO;;SOROCABA;SP;18071-150;;0;0;out/14;mai/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;10.800,00;;2;2;;Churrasqueira, Piscina Adulta, Salao de Festas, Piscina Infantil,;ECG;ECG CONSTRUCOES E GEOTECNIA LTDA;ECG CONSTRUCOES E GEOTECNIA LTDA;;;;ECG CONSTRUCOES E GEOTECNIA LTDA;;PUENTE IMOVEIS;;;;;STUDIO;1;0;1;1;30,60;51,00;104;11;12;2,45;94.900,00;3.101,31;116.635,88;3.811,63;120.361,85;3.933,40;110.533,06;3.612,19;110.500,00;3.611,11;99,04;0,96;103;1;9.869.600,00;Preço Fechado;;;;25/09/2018;Plantão de vendas: Avenida Ipanema, 3300
33869614;173;VALE VERDE IPANEMA;TORRE 1, TORRE 2;SOROCABA - SP;R MARIA PALHARES MIGLIORINI, 371;VILA HELENA;SEM DISTRITO;;SOROCABA;SP;18071-150;;0;0;out/14;mai/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;10.800,00;;2;2;;Churrasqueira, Piscina Adulta, Salao de Festas, Piscina Infantil,;ECG;ECG CONSTRUCOES E GEOTECNIA LTDA;ECG CONSTRUCOES E GEOTECNIA LTDA;;;;ECG CONSTRUCOES E GEOTECNIA LTDA;;PUENTE IMOVEIS;;;;;1 DORM;1;0;1;1;40,55;62,00;78;11;12;2,45;114.900,00;2.833,54;141.216,67;3.482,53;145.727,89;3.593,78;133.827,70;3.300,31;133.750,00;3.298,40;89,74;10,26;70;8;8.962.200,00;Preço Fechado;;;;25/09/2018;
